Column1,law_no,main,middle,small,question,answer
2823,213360001,임금,평균임금,평균임금 산정,평균임금을 산정하려고 합니다. 기간의 총일수 계산방법을 알려주세요.,근로기준법 제2조 제1항 제6호에서 말하는 '기간의 총일수'를 계산하려면 산정하여야 할 사유가 발생한 당일을 제외하여 그 기간 중 실제로 근로한 일수가 아닌 역법에 의한 3개월간의 일수를 계산하면 됩니다.
2824,213320001,임금,퇴직금,퇴직금 적용제외,1999년 재건축조합 설립이전 재래시장 직원으로 근무하다 1999.9.1일자로 재건축조합 사무와 전 시장업무를 병행해서 근무한 근로자의 퇴직금은 지급해야하나요?,근로자퇴직급여 보장법 제8조에 따라 사용자는 1년이상 계속근로하고 퇴직하는 근로자에게 계속근로기간 1년에 대하여 30일분 이상의 평균임금을 퇴직금으로 지급해야 합니다.
2825,213312001,임금,노동 일반,기간제 근로,보건소에서 근무하는 임상병리사가 기간제근로자 사용기간 제한 예외사유에 해당하나요?,"기간제법에 의하면 '전문적 지식, 기술의 활용이 필요한 경우로서 대통령령이 정하는 경우'에 해당하면 2년을 초과하여 기간제 근로자로 사용할 수 있도록 정하고 있습니다. 임상병리사는 대통령령에 해당하지 아니하므로 2년을 초과하여 사용한 때부터 기간의 정함이 없는 근로자로 간주되어야 합니다."
2826,213289001,임금,노동 일반,기간제 근로,"A구청에서 산불감시원, 산불예방 전문대 등 계절적으로 매년 일정기간 기간제 근로자를 반복적 사용하는 것이 사업의 완료에 필요한 기간을 정한 경우에 해당하나요?",기간제법 제4조제1항 단서 제1호는 '사업의 완료 또는 특정한 업무의 완성에 필요한 기간을 정한 경우'에는 2년을 초과하여 기간제 근로자를 사용할 수 있도록 규정하는데 매년 봄 철 및 가을 철 일정기간에 한정하여 기간제 근로자를 반복 사용하는 경우라면 이는 한시적이거나 1회성으로 이루어지는 사업이라 할 수 없을 것이므로 기간제법 제4조제1항 단서의 제1호에 따른 예외적인 사업으로 보기 어려울 것으로 보입니다. (고용평등정책과-871 2010.10.26)
2827,213266001,임금,임금일반,임금의 범위,근로계약을 체결함에 있어 일정금액으로 근로계약을 명백히 체결하고 근로자에게 납부 의무가 부여된 사회보험료 및 각종 세금 등을 사용자가 부담하기로 하는 소위 네트(net)계약을 체결한 경우에 연말정산환급금이 근로기준법 제 36조에 따른 기타금품에 해당하나요?,근로계약을 체결하면서 임금액을 정하고 사용자가 관련 법령에 따라 그 임금액에서 매월 각종 세금 등을 원천징수한 경우에는 연말정산환급금은 근로자의 공제한 세금을 정산하여 돌려받는 것이므로 기타금품에 해당한다고 볼 수 있습니다. (근로기준정책과-1340 2015.04.06)
2828,213237001,임금,노동 일반,근로자파견,기간제법 및 파견법상 확정된 차별시정명령 불이행시 부과되는 1억원 이하의 과태료가 해당 근로자 1인당 적용되는 것인가요?,"기간제법(제9조)및 파견법(제21조)에 따른 차별시정신청은 해당근로자가 차별적 처우를 받은 경우에 노동위원회에 그 시정을 신청하는 것으로 이 경우 노동위원회는 조사, 심문 등을 거쳐 차별적 처우에 해당한다고 판단하면 그 시정을 명합니다. 이 경우 노동위원회의 판단 및 시정명령은 다수인의 사건이라 하더라도 본질적으로 차별시정을 신청한 근로자 개개인에 대하여 이루어지는 것이며, 그 효과도 근로자 개개인에게 귀속하게 됩니다. 따라서 사용자가 시정명령을 이행했는지 여부도 해당 차별 시정명령을 얻어낸 각 근로자별로 판단할 사안이며, 이에 따라 그 불이행에 대한 과태료도 각 근로자별로 산정되는 것입니다.( 차별개선과-193 2008.03.27)"
2829,213219001,임금,노동 일반,근로자파견,"회사에서 심리상담실 운영을 외부 위탁할 경우, 해당 업체에서 심리상담 전문가를 선발하여 당사 심리상담실에 배치하는 것이 근로자 파견에 해당하나요?",심리상담사의 업무'는 파견근로자보호 등에 관한 법률 제5조제1항 및 같은 법 시행령 제2조제1항 별표1에 따른 '근로자파견대상업무'에 해당하지 아니하므로 심리상담실 운영은 회사에서 직접 운영하거나 도급 등 형태로 수행되어야 합니다( 고용차별개선과-482 2013.03.21)
2830,213207001,임금,노동 일반,근로자파견,파견법 제2조제2항의 '근로자파견사업'은 '근로자파견을 업으로 행하는 것'으로 정의하는데 여기서 ' 업'으로 행한다는 것의 의미는 무엇인가요?,"업으로 행하는 것'은 일정한 목적을 가지고 동종의 행위를 계속 반복적으로 수행하는 것을 말하므로, 1회의 행위라 할지라도 계속, 반복의 의사를 가지고 행하면 인정됩니다.(고용평등청잭과-701 2010.10.08)"
2831,213164001,임금,통상임금,통상임금 산정,명절에 지급되는 교통비의 경우에 통상임금에 해당하나요?,단체협약에 의해 매년 설날과 추석날 각각 일정액을 정해 설·추석교통비로 지급하였고 1년 미만 재직 근로자에게도 근무일수에 비례하여 지급한 경우라면 근로자들에게 정기적·일률적으로 지급된 근로의 대가로서 성질상 통상임금에 해당한다 봐야 할 것입니다. 다만 상여금 지급을 명절날 재직자에 한해서 지급한다면 통상임금에 해당하지 않을 수도 있습니다
2832,213161001,임금,임금일반,임금 지급방법,퇴직한 후에 퇴직금은 받았으나 밀린 출장비를 받지 못했습니다. 회사는 밀린 출장비를 퇴직금에 포함하였다고 하는데 밀린 출장비를 받을 수 있는 방법이 있나요,해당 출장비는 근로기준법 제 36조에 의해 근로계약에 따라 지급하고 근로자에게 귀속되어야 할 금품입니다. 따라서 퇴직금은 이와 별개로 처리해야 합니다.
2833,213146001,임금,노동 일반,주휴일,"일용직 근로자가 우천, 폭설 등 기상상의 사정으로 인하여 휴무하여 1주간의 근로시간이 40시간이 되지 않을 경우, 근로기준법 제 54조의 유급휴(수당을 주어야 하나요?","근로기준법 제54조 및 동법 시행령 제25조에 의거 사용자는 1주일을 개근한 근로자에 대하여는 1일의 유급휴일을 주어야 하는 바, 이 때,‘개근’이란 근로제공의 의무가 있는 소정근로일에 결근하지 않는 것을 의미하므로 질문과 같이 기상사정 등으로 사용자가 근로제공의 의무를 면제한 날은 소정근로일에서 제외하며, 일용직 근로자라 하더라도 1주일의 소정근로일을 개근한 경우에는 주휴일을 부여하여야 합니다 (근로기준과-3204, 2005.06.16)"
2834,213130001,임금,노동 일반,여성과 소년,"제가 임신 초기상태여서 장거리 근무가 어렵다는 사정을 말했는데도 회사가 출퇴근 5시간 정도 소요되는 근무지로 저를 전보발령했습니다. 출퇴근이 너무 어려워 휴직 신청을 했는데 받아들여지지 않았고, 회사는 저를 해고했습니다. 부당해고 아닌가요?","현실적인 출퇴근의 어려움이 있어 결근한 것이고, 별다른 사유 없이 결근한 것이 아니라 건강상의 사유를 들어 휴직을 신청하였으나 그 휴직신청이 받아들여지지 아니하여 나름대로 결근사유를 통보하기도 하면서 부득이하게 결근을 하게 되었고, 더구나 이 사건 전보발령이 부당한 것인 점 등에 비추어 보면, 사안의 무단결근은 통상의 무단결근과는 달리 근로계약 관계를 지속시키는 것이 현저히 부당하다고 인정할 정도의 비위행위라고는 볼 수 없으므로 징계해고는 징계권의 남용이거나 형평의 원칙에 어긋난 것으로서 무효입니다.(서울행법 2006.06.15, 2005구합40799)"
2835,212977001,임금,노동 일반,근로계약,근로자간 폭행의 경우에도 사용자에게 손해배상을 청구할 수 있나요?,"근로자 상호간 폭행의 경우에도 업무와 밀접하게 관련된 행위 중에 폭행이 발생한 경우, 민법 제756조에 따라 사용자가 배상책임을 부담합니다."
2836,212960001,임금,노동 일반,근로기준법 적용 ,영어학원에서 일하는 원어민 강사도 업무상 사고로 부상을 입은 경우 산재보험금을 받을 수 있나요?,"원어민 강사는 근로기준법상의 근로자에 해당하므로 퇴직금과 주휴수당 등을 지급할 의무가 있습니다(대법 2015.06.11, 2014다88161) 따라서 산재보험금을 청구할 수 있습니다."
2837,212924002,임금,노동 일반,산업재해,"직장 생활과 무관한 사유로 우울증 증세가 나타났지만, 추후에 직장에서 스트레스로 증세가 악화되어 자살한 경우 산업재해로 인정받을 수 있나요?","근로자가 극심한 업무상의 스트레스와 그로 인한 정신적인 고통으로 우울증세가 악화되어 정상적인 인식능력이나 행위선택능력, 정신적 억제력이 현저히 저하되어 합리적인 판단을 기대할 수 없을 정도의 상황에 처하여 자살에 이르게 된 것으로 추단할 수 있는 경우라면 망인의 업무와 사망 사이에 상당인과관계가 인정될 수 있다. (대법 2017.05.31, 2016두58840)"
2838,212911005,임금,노동 일반,외국인 근로자,불법체류 외국인도 사용자에게 임금을 청구할 수 있나요?,"출입국관리법 상 외국인 고용제한 규정 취지는 취업자격 없는 외국인의 고용이라는 사실적 행위 자체를 금지하고자 하는 것뿐이지, 취업자격 없는 외국인이 사실상 제공한 근로에 따른 권리나 이미 형성된 근로관계에 있어서 근로자로서의 신분에 따른 제반 권리까지 금지하려는 것으로 보기는 어렵습니다 (대법 2015.06.25, 2007두4995)"
2839,212909001,임금,노동 일반,외국인 근로자,외국인 근로자가 회사와 우리나라에서 재판을 받지 않기로 하는 약정을 체결하는 것이 가능한가요?,"근로계약의 당사자가 분쟁이 발생하기 전에 대한민국 법원의 국제재판관할권을 배제하기로 하는 내용의 합의를 하였더라도, 그러한 합의는 국제사법 제28조 제5항에 위반하여 효력이 없습니다(대법 2006.12.07, 2006다53627)"
2840,212861001,임금,노동 일반,근로관계 변동,부당한 전직명령에 대해 노동위원회에 구제신청을 하였습니다. 하지만 사용자가 이를 이행하지 않는 경우에는 재구제신청을 해야 하나요.,"사용자가 노동위원회의 구제명령을 이행하지 않는 경우 이행강제금이 부과될 수 있고, 확정된 구제명령을 이행하지 않는 경우 벌칙이 부여됩니다."
2841,212856001,임금,노동 일반,근로관계 변동,"전직 대상으로 선발되어 사측에 전직시 제공받을 사항(사택, 생활비, 교통비 등)의 협의 과정을 거치는 중에 교통비에 관하여 제안한 사정을 사측에서 누락하였습니다. 해당 건의 협의절차가 완전하지 않았다는 이유로 전직을 철회할 수 있을까요.","전보처분 등을 함에 있어서 근로자 본인과 성실한 협의절차를 거쳤는지 여부는 정당한 인사권의 행사인지 여부를 판단하는 하나의 요소라고는 할 수 있으나, 그러한 절차를 거치지 아니하였다는 사정만으로 전보처분 등이 권리남용에 해당하여 당연히 무효가 된다고는 할 수 없습니다. (대법 94다52928, 1995.10.13)"
