Column1,분류일련번호,백문일련번호,대분류,중분류,백문백답주제명,백문내용,백답간략내용,서비스 시간
267,82,5969,근로/노동,고령자 일자리,고령자 일자리 정보 찾기,고령자 일자리를 찾고 싶은데 어디에서 어떻게 찾아야 할지 궁금합니다.,"일자리를 찾는 55세 이상의 고령자는 워크넷 홈페이지(www.work.go.kr), 동 주민센터 게시판, 언론 등을 통해 일자리 모집 기관 및 기간을 확인할 수 있습니다.<br/>◇ 정부지원 일자리 정보 찾기<br/>☞ 정부지원일자리 채용관(www.work.go.kr)에서는 공공부문 또는 민간기업에 미취업자를 취업시킬 목적으로 임금의 대부분을 정부가 직접 지원하는 일자리입니다. 장기실직자 등 취업취약계층 등에 대하여 한시적 성격의 일자리를 제공하는 일자리와 은퇴인력 등을 주된 대상으로 실비지원을 내용으로 하는 자원봉사자형 일자리도 포함됩니다.<br/>",2022-08-09 11:10
268,82,5972,근로/노동,고령자 일자리,생애경력설계,아직 40대인데 벌써 퇴직 후의 미래가 걱정됩니다. 은퇴 후 계획을 세우는데 도움을 받을 수 있는 제도가 있나요?,"중장년일자리희망센터는 만 40세 이상 중장년 재직자 및 구직자에게 미래를 위한 경력관리와 능력개발 등을 지원하기 위한 생애경력설계 서비스를 지원하고 있습니다.<br/>◇ “생애경력설계 서비스”란?<br/>☞ “생애경력설계 서비스”는 만 40세 이상 재직자 및 구직자 대상의 프로그램으로, 생애경력설계를 통해 미래를 위한 경력관리와 능력개발 등을 지원하고 사회 참여 기회를 확대하여 장기적으로 경제적 안정을 추구할 수 있도록 지원하는 것을 말합니다.<br/>",2022-08-09 11:21
269,82,5968,근로/노동,고령자 일자리,고령자 연령차별 금지,저는 올해 50세가 된 퇴직예정자입니다. 재취업을 하고 싶은데 나이를 이유로 거절당하지 않을까 걱정됩니다.,사업주는 모집·채용시 합리적인 이유 없이 연령을 이유로 근로자 또는 근로자가 되려는 사람을 차별해서는 안 됩니다. 이를 위반하여 연령차별을 당한 사람은 국가인권위원회에 그 내용을 진정할 수 있습니다.<br/>◇ 모집·채용 등에서의 연령차별 금지<br/>☞ 사업주는 다음의 분야에서 합리적인 이유 없이 연령을 이유로 근로자 또는 근로자가 되려는 사람을 차별해서는 안 됩니다.<br/>·모집·채용<br/>,2022-08-09 11:03
270,82,5975,근로/노동,고령자 일자리,고령자 계속고용장려금,"고령자 계속고용장려금을 지원받고 싶은데, 지원요건이 어떻게 되나요?","고령자 계속고용장려금은 정년이 도래된 근로자를 계속 고용하는 경우 등 일정한 요건을 갖춘 사업자에게 지급합니다.<br/>◇ 계속고용장려금 지원요건<br/>☞ 고령자 계속고용제도는 정년에 도달한 근로자를 정년 이후에도 계속 고용하는 제도를 운영하는 사업주에게 비용의 일부를 지원하는 것으로, 계속 고용된 근로자 1인당 월 30만원씩(피보험자 수 평균의 30% 이내 최대 30명 한도) 최대 2년간 지원합니다.<br/>☞ 고령자 계속고용장려금은 다음의 요건을 모두 갖춘 사업주에게 지급됩니다.<br/>",2022-08-09 11:25
271,82,5971,근로/노동,고령자 일자리,고령자 직업능력개발훈련,고령자가 받을 수 있는 직업능력개발훈련 프로그램을 알고 싶어요.,"준고령자(50세 이상 55세 미만)와 고령자(55세 이상)의 고용을 촉진하고 직업능력 개발·향상을 위해 직업능력개발훈련 프로그램을 지원합니다. 자세한 내용은 직업훈련포털(www.hrd.go.kr)에서 확인할 수 있습니다.<br/>◇ 직업개발훈련의 실시<br/>☞ 준고령자와 고령자를 대상으로 다음의 직업능력개발훈련을 실시합니다.<br/>·준고령자와 고령자를 고용하기에 적합한 우선고용직종(직업상담사, 육아시설 도우미, 큐레이터 등)에 취업하기를 원하는 고령자를 대상으로 실시하는 직업능력개발훈련<br/>",2022-08-09 11:11
272,82,5974,근로/노동,고령자 일자리,공공형(공익활동) 및 사회서비스형 일자리 지원,"나이도 많고 기초연금 수급자인데, 일자리가 있을까요?",만 65세 이상 중 기초연금 수급자는 지역사회 공익증진을 위한 공공형(공익활동) 일자리에 지원할 수 있습니다.<br/>◇ 일자리 지원대상과 운영<br/>☞ 공공형(공익활동) 일자리는 노인이 자기만족과 성취감 향상 및 지역사회 공익증진을 위해 참여하는 봉사활동형 일자리로 만 65세 이상 기초연금 수급자를 대상으로 일자리를 지원합니다.<br/>☞ 공공형(공익활동) 일자리는 사업특성 및 지방자치단체의 여건에 따라 탄력적으로 운영되며 평균 11개월 운영됩니다.<br/>,2022-08-09 11:25
273,82,5977,근로/노동,고령자 일자리,신중년 적합직무 고용장려금,만 50세 이상을 제조업 회사에 채용할 경우 지원받을 수 있는 지원금과 지원금 신청방법을 알고 싶어요.,"사업주가 고령자를 정규직으로 채용(근로기간의 정함이 없는 무기계약 포함)하여 3개월 이상 고용을 유지하면 사업장 직전 보험년도 말일 기준 피보험자수의 30% 한도로 지원금을 지급하며, 관련 서류를 관할 고용센터에 제출 또는 고용보험 홈페이지에 신청해야 합니다.<br/>◇ 신중년 적합직무 고용장려금 지원<br/>☞ “신중년 적합직무 고용장려금”은 고령자 또는 준고령자를 신중년 적합직무(신중년의 특성 및 경력 등을 감안했을 때 신중년이 노동시장에 재진입하는데 적합한 직무)에 채용하는 사업주에게 근로자 임금의 일부를 지원하는 것을 말합니다.<br/>",2023-03-10 14:36
274,83,2426,사업,중소ㆍ벤처기업 창업,벤처기업의 범위,중소기업 중에서 벤처기업에 해당하기 위한 기준은 어떻게 되나요?,"“벤처기업”이란 다른 기업에 비해 기술성이나 성장성이 상대적으로 높아, 정부에서 지원할 필요가 있다고 인정하는 중소기업 중에서 벤처투자유형, 연구개발유형, 혁신성장유형·예비벤처기업 중 어느 하나에 해당하는 기업을 말합니다.<br/>◇ 벤처투자유형<br/>☞ 벤처투자유형은 중소기업창업투자회사, 신기술사업금융업, 벤처투자조합 등에 해당하는 자가 해당 기업에 대한 투자금액의 합계가 5천만원 이상으로서 기업의 자본금 중 투자금액의 합계가 차지하는 비율이 100분의 10 이상(해당 기업이 「문화산업진흥 기본법」 제2조제12호에 따라 문화상품을 제작하는 법인인 경우에는 자본금의 100분의 7)인 기업을 말합니다.<br/>",2021-05-06 16:52
275,83,2437,사업,중소ㆍ벤처기업 창업,신용보증 및 지급보증 ,"중소ㆍ벤처기업 창업 시 담보능력이 부족하여 금융기관으로부터 대출을 받기가 힘듭니다. 국가에서 이를 보증해 주는 제도는 없나요? 
",담보능력이 부족한 중소·벤처기업 창업자는 신용보증기금이 기업의 신용도를 심사하여 신용보증서를 제공함으로써 금융회사로부터 대출을 받을 수 있습니다.<br/>◇ 신용보증 이용안내<br/>☞ 신용보증은 다음과 같이 이용할 수 있습니다.<br/>이미지 단락<br/>,2018-03-09 8:57
276,83,2434,사업,중소ㆍ벤처기업 창업,창업보육센터 ,"창업보육센터란 무엇이며, 창업보육센터에 입주하게 되면 어떠한 지원을 받을 수 있나요?
","“창업보육센터”란 창업의 성공 가능성을 높이기 위하여 창업자에게 시설·장소를 제공하고 경영·기술 분야에 대하여 지원하는 것을 주된 목적으로 하는 사업장을 말합니다. 창업기업은 창업보육센터에서 일정한 시설과 장소를 제공받을 수 있으며, 기술의 공동연구·개발 및 지도·자문, 자금의 지원·알선, 경영·회계·세무 및 법률에 관한 상담 등 창업 및 성장에 필요한 각종 지원을 받을 수 있습니다.<br/>◇ 창업보육센터 입주대상자<br/>☞ 보육센터에 입주할 수 있는 창업기업 또는 예비창업자는 새로이 중소기업을 설립하려는 자이거나 입주 신청일 현재 중소기업을 창업하여 사업을 개시한 날로 부터 7년이 경과되지 않은 기업입니다.<br/>",2022-03-11 0:06
277,83,2428,사업,중소ㆍ벤처기업 창업,벤처기업 확인 신청,"벤처기업에 해당하는지 여부를 확인받으려면 어떻게 해야 하나요? 
","벤처기업임을 확인받으려는 기업은 벤처기업 확인 신청서를 작성하여, 벤처확인종합관리시스템(https://www.smes.go.kr/venturein/)을 통해서 중소벤처기업진흥공단, 기술신용보증기금 등 일정한 확인기관의 장에게 벤처기업 확인을 신청해야 합니다. 벤처기업 확인기관은 확인신청을 받으면 기술성 심사, 사업성 심사 등 벤처기업 유형에 따른 일정한 요건심사를 통해 벤처기업 확인을 합니다.<br/>◇ 벤처기업 확인신청<br/>☞ 벤처투자유형, 연구개발유형, 혁신성장유형·예비벤처기업에 해당하여 국가로부터 인적·물적 자원을 지원받기 위해서는 일정한 확인기관으로부터 벤처기업의 확인을 받아야 합니다.<br/>",2021-05-06 16:39
278,83,2436,사업,중소ㆍ벤처기업 창업,창업지원자금 ,"중소ㆍ벤처기업 창업 시 지원받을 수 있는 창업지원자금에는 무엇이 있나요?  
","중소·벤처기업을 창업하려는 자는 정책자금을 지원받을 수 있습니다. 이를 위해 중소벤처기업부에서는 중소기업 창업 관련 자금지원을 위해 매년 『중소벤처기업부 소관 중소기업 정책자금 융자계획』을 공고하고 있습니다.<br/>◇ 2022년도 중소기업 정책자금 융자<br/>☞ 「중소기업기본법」 상의 중소기업에게 시설자금과 운전자금으로 구분하여 융자합니다.<br/>☞ 개별기업당 융자한도는 중소벤처기업부 소관 정책자금의 융자잔액 기준으로 60억원(수도권을 제외한 지방소재기업은 70억원) 까지이며, 예외적으로 최대 100억원 이내에서 지원됩니다.<br/>",2022-03-11 0:06
279,83,2423,사업,중소ㆍ벤처기업 창업,중소기업의 범위,"중소기업 시책의 대상이 되는 중소기업의 범위는 어떻게 되나요? 
","중소기업은 중소기업시책의 대상이 되는 기업 또는 조합 등으로서, 일정한 규모기준 및 독립성기준을 모두 갖추고 영리를 목적으로 사업을 하는 기업과 「사회적기업 육성법」에 따른 비영리 사회적기업으로 구분할 수 있습니다.<br/>◇ 중소기업의 개념 및 범위<br/>☞ “중소기업”이란 중소기업을 육성하기 위한 시책(이하 “중소기업시책”이라 함)의 대상이 되는 기업으로서, 「중소기업기본법」에 따라 다음 어느 하나에 해당하는 기업을 말합니다. 다만, 「독점규제 및 공정거래에 관한 법률」 제31조제1항에 따른 공시대상기업집단에 속하는 회사 또는 같은 법 제33조에 따라 공시대상기업집단의 소속회사로 편입·통지된 것으로 보는 회사는 제외합니다.<br/>",2022-03-11 0:06
280,83,2432,사업,중소ㆍ벤처기업 창업,중소기업상담회사 ,"중소기업 창업을 위한 절차나 사업성 평가, 경영상담 등의 지원을 받을 수 있는 곳은 없나요? 
","중소기업을 창업하려는 자는 중소기업상담회사로부터 중소기업의 사업성 평가, 경영 및 기술향상을 위한 용역수행 사업, 자금알선과 창업절차의 대행 등의 상담 등을 받을 수 있습니다.<br/>◇ 중소기업상담회사의 개념<br/>☞ “중소기업상담회사”란 중소기업의 사업성 평가, 경영 및 기술향상을 위한 용역수행 사업, 자금조달·운용에 대한 자문 및 대행과 창업절차의 대행 등의 사업을 영위하기 위해 「중소기업창업 지원법」 제31조에 따라 등록한 회사를 말합니다.<br/>",2019-08-26 14:48
281,83,2439,사업,중소ㆍ벤처기업 창업,창업 시 세금혜택,"중소기업을 창업할 때 어떤 세금혜택을 받을 수 있나요?
","중소기업 창업을 하는 경우 일정한 조건을 충족하면 소득세, 법인세, 인지세, 농어촌특별세 등을 감면받을 수 있습니다.<br/>◇ 중소기업 등에 대한 세액 감면<br/>☞ 2024년 12월 31일 이전에 수도권과밀억제권역 외의 지역에서 창업한 중소기업(이하 &quot;창업중소기업&quot;이라 함)과 창업보육센터사업자로 지정받은 내국인에 대해서는 해당 사업에서 최초로 소득이 발생한 과세연도(사업 개시일부터 5년이 되는 날이 속하는 과세연도까지 해당 사업에서 소득이 발생하지 않는 경우에는 5년이 되는 날이 속하는 과세연도를 말함)와 그 다음 과세연도의 개시일부터 4년 이내에 끝나는 과세연도까지 해당 사업에서 발생한 소득에 대한 소득세 또는법인세에 다음의 구분에 따른 비율을 곱한 금액에 상당하는 세액을 감면합니다.<br/>",2022-03-11 0:06
